Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  200
Population Size              :  200
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0   1496    1359.42      51.39		0.8706525965322613 | 0.13296164268902222
 R  47 G  40   1588    1552.45     22.215		0.9987053386715862 | 0.27347483675621354

 R  47 G  41   1594    1549.96     26.459		0.9987053386715862 | 0.27347483675621354

 R  47 G  42   1584    1553.98     18.826		0.9987053386715862 | 0.27347483675621354

 R  47 G  43   1598    1551.92     23.252		1.0 | 0.27347483675621354

 R  47 G  44   1592    1552.67     20.015		0.9987053386715862 | 0.27347483675621354

 R  47 G  45   1586    1553.84     14.419		0.9987053386715862 | 0.27347483675621354

 R  47 G  46   1584    1553.33     19.559		1.0 | 0.27347483675621354

 R  47 G  47   1598    1554.84     20.286		0.9987053386715862 | 0.27347483675621354

 R  47 G  48   1584    1555.58     12.333		1.0 | 0.27347483675621354

 R  47 G  49   1582    1556.05     14.763		0.9987053386715862 | 0.27347483675621354

 R  47 G  50   1584    1557.31     16.936		1.0 | 0.2634748367562135

 R  47 G  51   1604    1553.86     23.171		0.9987053386715862 | 0.2634748367562135

 R  47 G  52   1588    1555.59     17.228		1.0 | 0.2634748367562135

 R  47 G  53   1586    1555.39     15.506		1.0 | 0.2634748367562135

 R  47 G  54   1584    1554.22       17.4		1.0 | 0.27347483675621354

 R  47 G  55   1584    1555.21     17.867		0.9987053386715862 | 0.27347483675621354

 R  47 G  56   1586    1555.35     19.513		1.0 | 0.27347483675621354

 R  47 G  57   1594    1556.79     14.709		1.0 | 0.2634748367562135

 R  47 G  58   1584    1556.25     18.795		1.0 | 0.27347483675621354

 R  47 G  59   1588    1556.48     14.818		1.0 | 0.2634748367562135

 R  47 G  60   1586    1556.97     12.606		1.0 | 0.27347483675621354

 R  47 G  61   1586    1556.15     17.503		1.0 | 0.2434748367562135

 R  47 G  62   1592    1557.65     15.826		1.0 | 0.2634748367562135

 R  47 G  63   1584    1556.29     16.919		1.0 | 0.2634748367562135

 R  47 G  64   1588    1555.16     19.148		1.0 | 0.2634748367562135

 R  47 G  65   1582    1557.04     12.513		1.0 | 0.2634748367562135

 R  47 G  66   1584    1557.75     11.397		1.0 | 0.27347483675621354

 R  47 G  67   1582    1556.35     15.686		1.0 | 0.2634748367562135

 R  47 G  68   1586     1556.8     14.312		1.0 | 0.2634748367562135

 R  47 G  69   1594    1555.87     15.719		1.0 | 0.2634748367562135

 R  47 G  70   1590    1557.13     11.764		1.0 | 0.2634748367562135

 R  47 G  71   1586    1559.09     11.365		1.0 | 0.2634748367562135

 R  47 G  72   1584    1556.03     13.246		1.0 | 0.2634748367562135

 R  47 G  73   1592    1558.31     11.784		1.0 | 0.2634748367562135

 R  47 G  74   1586    1558.21     12.592		1.0 | 0.2634748367562135

 R  47 G  75   1588    1558.14     12.134		1.0 | 0.2634748367562135

 R  47 G  76   1590    1556.98     14.244		1.0 | 0.2634748367562135

 R  47 G  77   1586    1558.61     11.896		1.0 | 0.2634748367562135

 R  47 G  78   1594    1557.35     13.393		1.0 | 0.2634748367562135

 R  47 G  79   1592    1557.12     16.505		1.0 | 0.2634748367562135

 R  47 G  80   1594    1559.17     12.836		1.0 | 0.2634748367562135

 R  47 G  81   1592     1558.4     11.535		1.0 | 0.2634748367562135

 R  47 G  82   1596    1556.56      13.09		1.0 | 0.2634748367562135

 R  47 G  83   1590    1556.93     11.273		1.0 | 0.2634748367562135

 R  47 G  84   1586    1556.69     11.364		1.0 | 0.2634748367562135

 R  47 G  85   1590    1558.76     11.578		1.0 | 0.2634748367562135

 R  47 G  86   1590    1557.76     11.621		1.0 | 0.2634748367562135

 R  47 G  87   1590    1559.27     14.292		1.0 | 0.2634748367562135

 R  47 G  88   1590    1558.11     12.004		1.0 | 0.2534748367562135

 R  47 G  89   1590     1558.3     15.657		1.0 | 0.2534748367562135

 R  47 G  90   1600    1558.63     13.322		1.0 | 0.2634748367562135

 R  47 G  91   1590     1557.9       16.7		1.0 | 0.2634748367562135

 R  47 G  92   1592    1555.81     19.391		1.0 | 0.2534748367562135

 R  47 G  93   1590    1556.42     16.542		1.0 | 0.2634748367562135

 R  47 G  94   1594     1557.2     10.726		1.0 | 0.2634748367562135

 R  47 G  95   1592    1556.92       12.4		1.0 | 0.2534748367562135

 R  47 G  96   1590    1558.11     13.333		1.0 | 0.2634748367562135

 R  47 G  97   1590    1558.62     11.159		1.0 | 0.2534748367562135

 R  47 G  98   1596    1559.47     12.109		1.0 | 0.2634748367562135

 R  47 G  99   1584    1559.73     11.625		1.0 | 0.2634748367562135

 R  47 G 100   1592    1558.68      15.08		1.0 | 0.2634748367562135

 R  47 G 101   1600    1559.02      11.94		1.0 | 0.2634748367562135

 R  47 G 102   1586    1558.21     15.352		1.0 | 0.2634748367562135

 R  47 G 103   1594    1556.09     17.748		1.0 | 0.2534748367562135

 R  47 G 104   1586    1558.52     14.552		1.0 | 0.2634748367562135

 R  47 G 105   1588    1558.47     12.003		1.0 | 0.2634748367562135

 R  47 G 106   1596    1559.85      12.47		1.0 | 0.2634748367562135

 R  47 G 107   1596    1557.56     11.424		1.0 | 0.2534748367562135

 R  47 G 108   1586     1558.5     10.996		1.0 | 0.2534748367562135

 R  47 G 109   1594    1559.71     11.259		1.0 | 0.2534748367562135

 R  47 G 110   1588     1559.4     12.365		1.0 | 0.2634748367562135

 R  47 G 111   1590    1560.57      11.47		1.0 | 0.2534748367562135

 R  47 G 112   1584    1560.65     10.649		1.0 | 0.2634748367562135

 R  47 G 113   1584    1557.61     11.414		1.0 | 0.2534748367562135

 R  47 G 114   1594    1558.98     12.722		1.0 | 0.2634748367562135

 R  47 G 115   1596     1560.0     12.347		1.0 | 0.2634748367562135

 R  47 G 116   1592    1559.31     11.036		1.0 | 0.2634748367562135

 R  47 G 117   1584    1558.82     11.803		1.0 | 0.2534748367562135

 R  47 G 118   1586    1557.55     13.559		1.0 | 0.2634748367562135

 R  47 G 119   1592    1558.24     16.517		1.0 | 0.2634748367562135

 R  47 G 120   1592    1558.21     14.809		1.0 | 0.2634748367562135

 R  47 G 121   1590    1558.55     11.906		1.0 | 0.2634748367562135

 R  47 G 122   1590    1557.28      11.77		1.0 | 0.2634748367562135

 R  47 G 123   1588    1557.42     15.396		0.99 | 0.2634748367562135

 R  47 G 124   1586    1557.82     11.305		1.0 | 0.2534748367562135

 R  47 G 125   1588    1558.74     12.082		1.0 | 0.2534748367562135

 R  47 G 126   1596    1561.08     11.998		1.0 | 0.2534748367562135

 R  47 G 127   1592    1560.93     12.848		1.0 | 0.2534748367562135

 R  47 G 128   1592    1559.96     12.057		1.0 | 0.2534748367562135

 R  47 G 129   1588    1559.49     12.648		1.0 | 0.2534748367562135

 R  47 G 130   1584    1557.94     11.736		1.0 | 0.2534748367562135

 R  47 G 131   1594    1559.42     11.618		1.0 | 0.2534748367562135

 R  47 G 132   1588    1558.21     11.678		1.0 | 0.2534748367562135

 R  47 G 133   1596    1559.61     11.892		1.0 | 0.2634748367562135

 R  47 G 134   1586    1560.04     11.346		1.0 | 0.2534748367562135

 R  47 G 135   1596     1558.0     11.928		1.0 | 0.2534748367562135

 R  47 G 136   1586    1560.36     11.723		1.0 | 0.2534748367562135

 R  47 G 137   1592    1558.27     12.628		1.0 | 0.2534748367562135

 R  47 G 138   1598    1559.34     12.486		1.0 | 0.2534748367562135

 R  47 G 139   1584    1558.45      9.921		1.0 | 0.2634748367562135

 R  47 G 140   1584    1558.94      11.97		1.0 | 0.2534748367562135

 R  47 G 141   1584    1559.56      11.14		1.0 | 0.2534748367562135

 R  47 G 142   1592    1560.45     11.116		1.0 | 0.2534748367562135

 R  47 G 143   1586    1560.65     11.439		1.0 | 0.2534748367562135

 R  47 G 144   1586    1558.48     11.353		1.0 | 0.2534748367562135

 R  47 G 145   1588    1558.74     13.306		1.0 | 0.2634748367562135

 R  47 G 146   1588    1558.75     13.783		1.0 | 0.2634748367562135

 R  47 G 147   1604    1559.66     12.373		1.0 | 0.2534748367562135

 R  47 G 148   1594    1558.92     12.248		1.0 | 0.2534748367562135

 R  47 G 149   1594    1559.31     12.418		1.0 | 0.2534748367562135

 R  47 G 150   1590    1559.85     11.713		1.0 | 0.2534748367562135

 R  47 G 151   1598    1560.08     12.219		1.0 | 0.2534748367562135

 R  47 G 152   1592    1558.71     11.579		1.0 | 0.2534748367562135

 R  47 G 153   1596    1559.15     11.513		1.0 | 0.2534748367562135

 R  47 G 154   1592    1560.43     11.244		1.0 | 0.2634748367562135

 R  47 G 155   1588    1560.97     11.301		1.0 | 0.2634748367562135

 R  47 G 156   1602    1559.52     12.774		1.0 | 0.2534748367562135

 R  47 G 157   1590    1559.66     11.864		1.0 | 0.2534748367562135

 R  47 G 158   1590    1559.83     11.674		1.0 | 0.2534748367562135

 R  47 G 159   1586    1558.11     12.195		1.0 | 0.2534748367562135

 R  47 G 160   1602    1559.28     12.282		1.0 | 0.2534748367562135

 R  47 G 161   1588     1558.8      11.52		1.0 | 0.2534748367562135

 R  47 G 162   1588    1557.36     12.759		1.0 | 0.2534748367562135

 R  47 G 163   1594     1559.5     15.288		1.0 | 0.2534748367562135

 R  47 G 164   1588    1562.32     11.908		1.0 | 0.2534748367562135

 R  47 G 165   1590    1560.26     14.989		1.0 | 0.2534748367562135

 R  47 G 166   1590    1560.26      11.99		1.0 | 0.2534748367562135

 R  47 G 167   1588    1561.07     12.544		1.0 | 0.2634748367562135

 R  47 G 168   1592    1557.38       18.6		1.0 | 0.2534748367562135

 R  47 G 169   1598    1559.16     12.202		1.0 | 0.2534748367562135

 R  47 G 170   1594    1559.23     13.672		1.0 | 0.2534748367562135

 R  47 G 171   1596    1558.89     16.066		1.0 | 0.2534748367562135

 R  47 G 172   1584    1559.61     11.809		1.0 | 0.2534748367562135

 R  47 G 173   1592    1557.63     14.161		1.0 | 0.2534748367562135

 R  47 G 174   1590    1560.61     12.079		1.0 | 0.2634748367562135

 R  47 G 175   1608    1558.72     13.335		1.0 | 0.2534748367562135

 R  47 G 176   1590    1558.83     12.385		1.0 | 0.2634748367562135

 R  47 G 177   1584    1557.81     11.311		1.0 | 0.2534748367562135

 R  47 G 178   1584     1559.5     11.407		1.0 | 0.2634748367562135

 R  47 G 179   1586    1558.96       12.0		1.0 | 0.2634748367562135

 R  47 G 180   1590    1558.21     11.868		1.0 | 0.2534748367562135

 R  47 G 181   1590     1558.7     11.379		1.0 | 0.2634748367562135

 R  47 G 182   1588    1558.12     13.837		1.0 | 0.2634748367562135

 R  47 G 183   1588    1559.43     10.869		1.0 | 0.2534748367562135

 R  47 G 184   1588    1558.13     15.986		1.0 | 0.2534748367562135

 R  47 G 185   1586    1559.09     11.824		1.0 | 0.2534748367562135

 R  47 G 186   1594    1560.73     11.837		1.0 | 0.2534748367562135

 R  47 G 187   1592    1558.82     13.495		1.0 | 0.2534748367562135

 R  47 G 188   1588    1558.85       13.8		1.0 | 0.2534748367562135

 R  47 G 189   1594    1560.19     13.461		1.0 | 0.2534748367562135

 R  47 G 190   1588    1555.76     15.326		1.0 | 0.2534748367562135

 R  47 G 191   1588    1558.37     11.736		1.0 | 0.2534748367562135

 R  47 G 192   1588    1558.08     12.003		1.0 | 0.2634748367562135

 R  47 G 193   1590    1559.47     11.796		1.0 | 0.2634748367562135

 R  47 G 194   1594    1558.93     12.219		1.0 | 0.2534748367562135

 R  47 G 195   1588    1558.95      13.19		1.0 | 0.2634748367562135

 R  47 G 196   1598    1559.15     14.308		1.0 | 0.2634748367562135

 R  47 G 197   1586    1558.81     11.583		1.0 | 0.2534748367562135

 R  47 G 198   1600    1560.43     10.788		1.0 | 0.2534748367562135

 R  47 G 199   1602    1558.29     12.149		1.0 | 0.2534748367562135

47   175        1.0########### RawFitness
           0          0         1608

 R  48 G   0   1588    1359.72     54.011		0.9936561788234134 | 0.06530872212274352

 R  48 G   1   1558    1380.52     53.778		0.9855190636705631 | 0.3072844255319678

 R  48 G   2   1602    1404.26     63.453		0.9780245710500381 | 0.09221049604279363

 R  48 G   3   1576    1424.92     65.947		0.9280303984272036 | 0.15181028748386016

 R  48 G   4   1590    1458.91     62.226		0.9780245710500381 | 0.09221049604279363

 R  48 G   5   1596    1481.22     59.276		0.9780245710500381 | 0.09221049604279363

 R  48 G   6   1602     1487.3     56.653		0.9780245710500381 | 0.09221049604279363

 R  48 G   7   1602    1508.02     51.764		0.9780245710500381 | 0.09221049604279363

 R  48 G   8   1602    1506.83     49.339		0.9780245710500381 | 0.09221049604279363

 R  48 G   9   1598    1514.27     48.453		0.9780245710500381 | 0.09221049604279363

 R  48 G  10   1604    1512.55     45.848		0.9880245710500382 | 0.09221049604279363

 R  48 G  11   1606    1514.11     46.672		0.9880245710500382 | 0.09221049604279363

 R  48 G  12   1610    1519.91     49.201		0.9880245710500382 | 0.09221049604279363

 R  48 G  13   1600     1525.3     46.258		0.9780245710500381 | 0.09221049604279363

 R  48 G  14   1604    1532.62       47.8		0.9880245710500382 | 0.09221049604279363

 R  48 G  15   1614    1543.17      45.13		0.9880245710500382 | 0.09221049604279363

 R  48 G  16   1606    1551.69     41.386		0.9880245710500382 | 0.09221049604279363

 R  48 G  17   1608    1557.78     37.145		0.9980245710500382 | 0.09221049604279363

 R  48 G  18   1608    1557.83     37.322		0.9980245710500382 | 0.08221049604279364

 R  48 G  19   1608    1567.72     29.887		1.0 | 0.09221049604279363

 R  48 G  20   1610    1567.36     32.376		0.9980245710500382 | 0.09221049604279363

 R  48 G  21   1606    1571.47     28.856		0.9980245710500382 | 0.09221049604279363

 R  48 G  22   1600     1569.8     28.764		0.9980245710500382 | 0.09221049604279363

 R  48 G  23   1610    1571.73     27.302		0.9980245710500382 | 0.09221049604279363

 R  48 G  24   1606    1575.77     24.125		0.9980245710500382 | 0.10221049604279363

 R  48 G  25   1610    1575.54      19.42		0.9980245710500382 | 0.09221049604279363

 R  48 G  26   1612    1571.75     28.938		0.9980245710500382 | 0.09221049604279363

 R  48 G  27   1604    1575.65     24.519		0.9980245710500382 | 0.09221049604279363

 R  48 G  28   1604    1577.86       21.4		0.9980245710500382 | 0.08221049604279364

 R  48 G  29   1612    1575.74     22.757		0.9980245710500382 | 0.09221049604279363

 R  48 G  30   1610     1574.3     23.918		0.9980245710500382 | 0.09221049604279363

 R  48 G  31   1620    1576.42      22.12		0.9880245710500382 | 0.09221049604279363

 R  48 G  32   1618    1577.83     20.316		0.9980245710500382 | 0.09221049604279363

 R  48 G  33   1610    1572.82     23.851		0.9980245710500382 | 0.09221049604279363

 R  48 G  34   1614     1577.5     22.614		1.0 | 0.09221049604279363

 R  48 G  35   1604    1575.04     23.187		0.9980245710500382 | 0.09221049604279363

 R  48 G  36   1606    1579.07     16.324		0.9980245710500382 | 0.09221049604279363

 R  48 G  37   1606    1579.98     15.225		1.0 | 0.09221049604279363

 R  48 G  38   1608    1577.51     20.955		1.0 | 0.09221049604279363

 R  48 G  39   1604    1578.39     20.648		1.0 | 0.09221049604279363

 R  48 G  40   1606    1581.87     13.025		0.9980245710500382 | 0.09221049604279363

 R  48 G  41   1608    1580.53     20.378		1.0 | 0.09221049604279363

 R  48 G  42   1604    1579.76     15.416		1.0 | 0.09221049604279363

 R  48 G  43   1610    1581.49     15.213		1.0 | 0.09221049604279363

 R  48 G  44   1614    1582.94     11.226		1.0 | 0.09221049604279363

 R  48 G  45   1608    1580.51     18.217		1.0 | 0.09221049604279363

 R  48 G  46   1606    1581.33     16.478		1.0 | 0.09221049604279363

 R  48 G  47   1606    1581.44      9.969		1.0 | 0.09221049604279363

 R  48 G  48   1606    1581.82      12.68		0.9980245710500382 | 0.09221049604279363

 R  48 G  49   1602    1581.64      9.746		0.9980245710500382 | 0.09221049604279363

 R  48 G  50   1610    1580.99     14.674		0.9980245710500382 | 0.09221049604279363

 R  48 G  51   1610    1580.19     16.156		0.9980245710500382 | 0.09221049604279363

 R  48 G  52   1604    1580.51     15.092		1.0 | 0.09221049604279363

 R  48 G  53   1606    1578.44      20.86		1.0 | 0.09221049604279363

 R  48 G  54   1602     1580.3     12.789		0.9980245710500382 | 0.09221049604279363

 R  48 G  55   1608    1580.62       16.2		1.0 | 0.09221049604279363

 R  48 G  56   1608    1581.21     14.214		1.0 | 0.09221049604279363

 R  48 G  57   1604     1582.9     10.921		1.0 | 0.09221049604279363

 R  48 G  58   1606    1584.12      8.792		1.0 | 0.08221049604279364

 R  48 G  59   1612    1584.34     10.693		1.0 | 0.09221049604279363

 R  48 G  60   1604    1583.72      8.568		1.0 | 0.09221049604279363

 R  48 G  61   1608    1584.35      9.642		1.0 | 0.08221049604279364

 R  48 G  62   1614    1583.29     13.633		1.0 | 0.08221049604279364

 R  48 G  63   1608    1584.17      9.453		1.0 | 0.10221049604279363

 R  48 G  64   1606    1583.45      8.863		1.0 | 0.08221049604279364

 R  48 G  65   1604    1584.55      9.462		1.0 | 0.08221049604279364

 R  48 G  66   1608    1584.81      9.122		1.0 | 0.08221049604279364

 R  48 G  67   1610     1584.3     10.763		1.0 | 0.08221049604279364

 R  48 G  68   1610    1585.14      9.505		1.0 | 0.08221049604279364

 R  48 G  69   1616     1585.6      9.684		1.0 | 0.08221049604279364

 R  48 G  70   1608    1583.16     12.886		1.0 | 0.08221049604279364

 R  48 G  71   1608    1583.61     11.826		1.0 | 0.07221049604279364

 R  48 G  72   1612    1584.66     11.055		1.0 | 0.08221049604279364

 R  48 G  73   1606    1583.31     12.609		1.0 | 0.07221049604279364

 R  48 G  74   1608    1584.91      9.946		1.0 | 0.08221049604279364

 R  48 G  75   1614    1585.43      9.119		1.0 | 0.08221049604279364

 R  48 G  76   1610    1585.43      8.681		1.0 | 0.08221049604279364

 R  48 G  77   1608    1583.86     12.922		1.0 | 0.08221049604279364

 R  48 G  78   1608    1584.39      9.696		1.0 | 0.08221049604279364

 R  48 G  79   1604    1585.23      8.803		1.0 | 0.08221049604279364

 R  48 G  80   1614    1584.97     11.707		1.0 | 0.07221049604279364

 R  48 G  81   1608    1585.08      9.395		1.0 | 0.09221049604279363

 R  48 G  82   1614    1584.07     10.798		1.0 | 0.08221049604279364

 R  48 G  83   1602    1585.25      8.882		1.0 | 0.08221049604279364

 R  48 G  84   1610    1585.23      9.117		1.0 | 0.07221049604279364

 R  48 G  85   1614    1583.95     15.108		1.0 | 0.08221049604279364

 R  48 G  86   1604    1583.87      9.776		1.0 | 0.08221049604279364

 R  48 G  87   1608    1585.24      9.408		1.0 | 0.08221049604279364

 R  48 G  88   1608    1585.51      9.535		1.0 | 0.08221049604279364

 R  48 G  89   1606     1584.6     12.165		1.0 | 0.07221049604279364

 R  48 G  90   1610    1584.96       13.9		1.0 | 0.09221049604279363

 R  48 G  91   1608    1584.03     12.004		1.0 | 0.08221049604279364

 R  48 G  92   1608    1585.33      8.985		1.0 | 0.08221049604279364

 R  48 G  93   1606    1584.47     13.608		1.0 | 0.08221049604279364

 R  48 G  94   1614    1584.62      9.191		1.0 | 0.06221049604279364

 R  48 G  95   1608    1584.95      8.015		1.0 | 0.08221049604279364

 R  48 G  96   1614    1584.55      9.258		1.0 | 0.08221049604279364

 R  48 G  97   1606    1585.39      9.014		1.0 | 0.08221049604279364

 R  48 G  98   1610    1585.97       9.52		1.0 | 0.07221049604279364

 R  48 G  99   1614    1586.25     10.594		1.0 | 0.07221049604279364
