Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  50
Generations per Run          :  500
Population Size              :  1000
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  5
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.01
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    152    119.456      8.013		0.34814231536637574 | 0.7826229507853923
 R  27 G  36    138    123.462      5.062		0.5976835812070832 | 0.016576524216455835

 R  27 G  37    138    123.622      5.133		0.5976835812070832 | 0.016576524216455835

 R  27 G  38    150    123.832      5.094		0.15011334801374487 | 0.21553500802458914

 R  27 G  39    138    123.598      4.931		0.3222190878637716 | 0.0011528584634178385

 R  27 G  40    138    123.656      4.847		0.8940237017274456 | 0.07357396603344335

 R  27 G  41    140    123.804      4.799		0.9465580423919293 | 0.06448150391137009

 R  27 G  42    140    123.598      4.955		0.3222190878637716 | 0.0011528584634178385

 R  27 G  43    140      124.1      4.594		0.5976835812070832 | 0.006576524216455834

 R  27 G  44    142    124.238      4.903		0.8940237017274456 | 0.07357396603344335

 R  27 G  45    138    124.068      4.668		0.3222190878637716 | 0.0011528584634178385

 R  27 G  46    136    123.632      4.741		0.9465580423919293 | 0.06448150391137009

 R  27 G  47    138    123.744       4.64		0.9365580423919293 | 0.06448150391137009

 R  27 G  48    136    123.824      4.699		0.9465580423919293 | 0.054481503911370084

 R  27 G  49    138    123.794      4.603		0.3222190878637716 | 0.0011528584634178385

 R  27 G  50    142     123.75      4.998		0.5976835812070832 | 0.006576524216455834

 R  27 G  51    142    123.842      4.768		0.3222190878637716 | 0.0011528584634178385

 R  27 G  52    136    123.624      4.864		0.9465580423919293 | 0.06448150391137009

 R  27 G  53    138    123.844       4.71		0.3222190878637716 | 0.0011528584634178385

 R  27 G  54    138     123.85      4.746		0.9465580423919293 | 0.054481503911370084

 R  27 G  55    138    124.072      4.676		0.3222190878637716 | 0.0011528584634178385

 R  27 G  56    140    123.906      4.713		0.3222190878637716 | 0.0011528584634178385

 R  27 G  57    136    123.894      4.777		0.9040237017274456 | 0.07357396603344335

 R  27 G  58    140    123.548      4.856		0.3222190878637716 | 0.0011528584634178385

 R  27 G  59    138    123.988      4.721		0.3222190878637716 | 0.0011528584634178385

 R  27 G  60    138     124.05      4.707		0.3222190878637716 | 0.0011528584634178385

 R  27 G  61    138    123.742      4.617		0.3222190878637716 | 0.0011528584634178385

 R  27 G  62    136    124.028      4.668		0.9565580423919293 | 0.06448150391137009

 R  27 G  63    136    123.832      4.453		0.9565580423919293 | 0.054481503911370084

 R  27 G  64    138    123.844      4.548		0.9040237017274456 | 0.07357396603344335

 R  27 G  65    136     123.57       4.67		0.9465580423919293 | 0.054481503911370084

 R  27 G  66    136    123.932       4.55		0.9465580423919293 | 0.06448150391137009

 R  27 G  67    138    124.012      4.642		0.9465580423919293 | 0.06448150391137009

 R  27 G  68    136     123.95      4.436		0.9465580423919293 | 0.054481503911370084

 R  27 G  69    134    123.818      4.518		0.8940237017274456 | 0.07357396603344335

 R  27 G  70    136    123.746      4.479		0.9465580423919293 | 0.06448150391137009

 R  27 G  71    136    123.892      4.452		0.9365580423919293 | 0.06448150391137009

 R  27 G  72    138    123.838      4.666		0.8940237017274456 | 0.07357396603344335

 R  27 G  73    136    123.842      4.357		0.9040237017274456 | 0.07357396603344335

 R  27 G  74    138    123.982      4.591		0.9465580423919293 | 0.054481503911370084

 R  27 G  75    134     123.78      4.468		0.9465580423919293 | 0.054481503911370084

 R  27 G  76    136    123.594      4.536		0.9465580423919293 | 0.06448150391137009

 R  27 G  77    136     124.34      4.466		0.9365580423919293 | 0.06448150391137009

 R  27 G  78    136    124.078      4.465		0.9040237017274456 | 0.07357396603344335

 R  27 G  79    136    123.878      4.567		0.9465580423919293 | 0.06448150391137009

 R  27 G  80    136    123.926      4.308		0.9465580423919293 | 0.04448150391137008

 R  27 G  81    136    123.972      4.526		0.9465580423919293 | 0.054481503911370084

 R  27 G  82    138    124.346      4.469		0.8940237017274456 | 0.07357396603344335

 R  27 G  83    138    124.106      4.445		0.9465580423919293 | 0.06448150391137009

 R  27 G  84    134     123.97      4.241		0.9465580423919293 | 0.07448150391137008

 R  27 G  85    136     123.96      4.347		0.9465580423919293 | 0.06448150391137009

 R  27 G  86    136    124.134      4.463		0.9465580423919293 | 0.06448150391137009

 R  27 G  87    136    124.124      4.257		0.9465580423919293 | 0.054481503911370084

 R  27 G  88    138     123.83      4.349		0.8940237017274456 | 0.07357396603344335

 R  27 G  89    136    124.016      4.421		0.9465580423919293 | 0.04448150391137008

 R  27 G  90    134    123.942      4.494		0.9465580423919293 | 0.054481503911370084

 R  27 G  91    136     124.14      4.469		0.9365580423919293 | 0.04448150391137008

 R  27 G  92    138    123.874      4.405		0.9465580423919293 | 0.054481503911370084

 R  27 G  93    136    124.006      4.257		0.9465580423919293 | 0.04448150391137008

 R  27 G  94    136    123.874      4.398		0.9465580423919293 | 0.054481503911370084

 R  27 G  95    136     124.06      4.151		0.9465580423919293 | 0.06448150391137009

 R  27 G  96    136    124.112      4.423		0.9365580423919293 | 0.06448150391137009

 R  27 G  97    134    124.158      4.205		0.9465580423919293 | 0.04448150391137008

 R  27 G  98    138    124.096      4.362		0.9465580423919293 | 0.054481503911370084

 R  27 G  99    136     124.06      4.377		0.9365580423919293 | 0.04448150391137008

 R  27 G 100    136    124.256      4.231		0.9465580423919293 | 0.054481503911370084

 R  27 G 101    136    124.048      4.467		0.9465580423919293 | 0.054481503911370084

 R  27 G 102    134     124.08      4.152		0.9465580423919293 | 0.04448150391137008

 R  27 G 103    136     124.18      4.488		0.9465580423919293 | 0.054481503911370084

 R  27 G 104    136     124.17      4.506		0.9465580423919293 | 0.054481503911370084

 R  27 G 105    138    124.112      4.447		0.9465580423919293 | 0.054481503911370084

 R  27 G 106    136    123.866      4.417		0.9465580423919293 | 0.054481503911370084

 R  27 G 107    138     124.03      4.303		0.9465580423919293 | 0.054481503911370084

 R  27 G 108    140    124.068      4.244		0.9465580423919293 | 0.054481503911370084

 R  27 G 109    136    124.124       4.29		0.9565580423919293 | 0.04448150391137008

 R  27 G 110    134    124.114      4.284		0.9465580423919293 | 0.04448150391137008

 R  27 G 111    142    123.972      4.255		0.9365580423919293 | 0.04448150391137008

 R  27 G 112    138    124.206      4.246		0.9465580423919293 | 0.054481503911370084

 R  27 G 113    136    124.144      4.331		0.9465580423919293 | 0.04448150391137008

 R  27 G 114    136    124.236      4.239		0.9465580423919293 | 0.04448150391137008

 R  27 G 115    134    124.116      4.361		0.9365580423919293 | 0.06448150391137009

 R  27 G 116    136    123.954      4.272		0.9465580423919293 | 0.054481503911370084

 R  27 G 117    136    124.112      4.243		0.9465580423919293 | 0.04448150391137008

 R  27 G 118    136    124.282      4.193		0.9365580423919293 | 0.07448150391137008

 R  27 G 119    136    124.054      4.227		0.9365580423919293 | 0.04448150391137008

 R  27 G 120    136    124.256      4.188		0.9365580423919293 | 0.04448150391137008

 R  27 G 121    136    123.852      4.353		0.9565580423919293 | 0.06448150391137009

 R  27 G 122    136    124.338      4.257		0.9465580423919293 | 0.054481503911370084

 R  27 G 123    136    124.104      4.052		0.9365580423919293 | 0.04448150391137008

 R  27 G 124    134    123.888      4.126		0.9665580423919293 | 0.054481503911370084

 R  27 G 125    136    124.066      4.299		0.9565580423919293 | 0.06448150391137009

 R  27 G 126    136    124.036      4.116		0.9465580423919293 | 0.054481503911370084

 R  27 G 127    136    123.964      4.331		0.9365580423919293 | 0.04448150391137008

 R  27 G 128    136     123.83      4.341		0.9465580423919293 | 0.054481503911370084

 R  27 G 129    136    123.902        4.2		0.9565580423919293 | 0.054481503911370084

 R  27 G 130    136    123.914      4.228		0.9365580423919293 | 0.04448150391137008

 R  27 G 131    136    123.864      4.513		0.9465580423919293 | 0.054481503911370084

 R  27 G 132    136     124.21      4.223		0.9365580423919293 | 0.06448150391137009

 R  27 G 133    140    124.032       4.21		0.9565580423919293 | 0.054481503911370084

 R  27 G 134    136    123.776      4.254		0.9465580423919293 | 0.054481503911370084

 R  27 G 135    136    124.184      4.237		0.9465580423919293 | 0.054481503911370084

 R  27 G 136    136    123.862      4.316		0.9665580423919293 | 0.054481503911370084

 R  27 G 137    136    123.924      4.365		0.9465580423919293 | 0.054481503911370084

 R  27 G 138    138    124.016      4.243		0.9365580423919293 | 0.04448150391137008

 R  27 G 139    138    124.198      4.158		0.9365580423919293 | 0.04448150391137008

 R  27 G 140    136    124.136      4.227		0.9365580423919293 | 0.04448150391137008

 R  27 G 141    136    124.078      4.406		0.9565580423919293 | 0.06448150391137009

 R  27 G 142    136    124.144      4.195		0.9365580423919293 | 0.04448150391137008

 R  27 G 143    136    123.988       4.44		0.9365580423919293 | 0.04448150391137008

 R  27 G 144    136     124.27      4.289		0.9365580423919293 | 0.04448150391137008

 R  27 G 145    138    123.816      4.441		0.9365580423919293 | 0.04448150391137008

 R  27 G 146    138     123.85      4.393		0.9465580423919293 | 0.054481503911370084

 R  27 G 147    138    124.124      4.489		0.9565580423919293 | 0.06448150391137009

 R  27 G 148    136     124.15      4.253		0.9465580423919293 | 0.04448150391137008

 R  27 G 149    136    124.068      4.219		0.9365580423919293 | 0.04448150391137008

 R  27 G 150    136    123.994      4.216		0.9365580423919293 | 0.04448150391137008

 R  27 G 151    136     124.03       4.26		0.9465580423919293 | 0.04448150391137008

 R  27 G 152    140    124.156      4.442		0.9465580423919293 | 0.03448150391137008

 R  27 G 153    136    124.102      4.487		0.9465580423919293 | 0.03448150391137008

 R  27 G 154    134     124.07      4.189		0.9465580423919293 | 0.02448150391137008

 R  27 G 155    136    124.086      4.225		0.9565580423919293 | 0.04448150391137008

 R  27 G 156    136    124.174      4.432		0.9465580423919293 | 0.02448150391137008

 R  27 G 157    136    124.056      4.424		0.9365580423919293 | 0.04448150391137008

 R  27 G 158    138    124.074      4.221		0.9465580423919293 | 0.03448150391137008

 R  27 G 159    134    124.326      4.268		0.9465580423919293 | 0.04448150391137008

 R  27 G 160    136    124.408      4.384		0.9365580423919293 | 0.04448150391137008

 R  27 G 161    136    124.138      4.477		0.9465580423919293 | 0.054481503911370084

 R  27 G 162    136    123.872      4.273		0.9365580423919293 | 0.04448150391137008

 R  27 G 163    136    124.242      4.269		0.9465580423919293 | 0.03448150391137008

 R  27 G 164    136    124.358      4.068		0.9365580423919293 | 0.04448150391137008

 R  27 G 165    138    123.968      4.396		0.9465580423919293 | 0.04448150391137008

 R  27 G 166    136     124.12      4.211		0.9465580423919293 | 0.04448150391137008

 R  27 G 167    136    123.818      4.394		0.9565580423919293 | 0.07448150391137008

 R  27 G 168    134     124.17      4.009		0.9465580423919293 | 0.054481503911370084

 R  27 G 169    138     124.11      4.349		0.9465580423919293 | 0.054481503911370084

 R  27 G 170    138    124.026      4.281		0.9565580423919293 | 0.054481503911370084

 R  27 G 171    138    124.078      4.293		0.9465580423919293 | 0.04448150391137008

 R  27 G 172    136    123.882      4.366		0.9465580423919293 | 0.054481503911370084

 R  27 G 173    134    124.234      4.297		0.9565580423919293 | 0.07448150391137008

 R  27 G 174    138    123.884      4.337		0.9465580423919293 | 0.02448150391137008

 R  27 G 175    134    124.288      4.314		0.9465580423919293 | 0.04448150391137008

 R  27 G 176    136    124.144      4.386		0.9565580423919293 | 0.04448150391137008

 R  27 G 177    136    124.214      4.212		0.9465580423919293 | 0.02448150391137008

 R  27 G 178    136    124.074      4.321		0.9365580423919293 | 0.04448150391137008

 R  27 G 179    136    124.012      4.243		0.9365580423919293 | 0.04448150391137008

 R  27 G 180    134    124.172      4.258		0.9565580423919293 | 0.054481503911370084

 R  27 G 181    136    124.052      4.328		0.9365580423919293 | 0.03448150391137008

 R  27 G 182    136    124.226      4.462		0.9365580423919293 | 0.04448150391137008

 R  27 G 183    138     123.93      4.453		0.9465580423919293 | 0.04448150391137008

 R  27 G 184    138    123.842      4.237		0.9465580423919293 | 0.03448150391137008

 R  27 G 185    138     124.34       4.33		0.9365580423919293 | 0.04448150391137008

 R  27 G 186    136    123.958      4.467		0.9465580423919293 | 0.054481503911370084

 R  27 G 187    138    124.088      4.376		0.9265580423919293 | 0.03448150391137008

 R  27 G 188    136     124.14      4.246		0.9365580423919293 | 0.04448150391137008

 R  27 G 189    136     124.22      4.345		0.9365580423919293 | 0.054481503911370084

 R  27 G 190    138     124.14      4.315		0.9365580423919293 | 0.03448150391137008

 R  27 G 191    136     124.35      4.275		0.9365580423919293 | 0.03448150391137008

 R  27 G 192    136     124.05      4.268		0.9465580423919293 | 0.04448150391137008

 R  27 G 193    138    124.244        4.4		0.9265580423919293 | 0.03448150391137008

 R  27 G 194    136    124.098      4.211		0.9365580423919293 | 0.04448150391137008

 R  27 G 195    136    124.278      4.183		0.9465580423919293 | 0.04448150391137008

 R  27 G 196    136    124.242      4.431		0.9465580423919293 | 0.03448150391137008

 R  27 G 197    136    124.102      4.343		0.9265580423919293 | 0.03448150391137008

 R  27 G 198    136     124.11      4.315		0.9465580423919293 | 0.03448150391137008

 R  27 G 199    136      124.3      4.351		0.9465580423919293 | 0.04448150391137008

 R  27 G 200    136    124.024      4.367		0.9465580423919293 | 0.02448150391137008

 R  27 G 201    136    124.044      4.277		0.9565580423919293 | 0.03448150391137008

 R  27 G 202    134    124.136      4.366		0.9365580423919293 | 0.03448150391137008

 R  27 G 203    138    123.928      4.364		0.9365580423919293 | 0.03448150391137008

 R  27 G 204    134    123.976      4.317		0.9265580423919293 | 0.04448150391137008

 R  27 G 205    138      124.2      4.421		0.9265580423919293 | 0.04448150391137008

 R  27 G 206    136    124.004      4.526		0.9465580423919293 | 0.04448150391137008

 R  27 G 207    136    124.192      4.384		0.9465580423919293 | 0.03448150391137008

 R  27 G 208    136    124.292      4.159		0.9565580423919293 | 0.03448150391137008

 R  27 G 209    136    124.108      4.534		0.9465580423919293 | 0.04448150391137008

 R  27 G 210    138    123.972      4.364		0.9265580423919293 | 0.03448150391137008

 R  27 G 211    136    124.168      4.385		0.9365580423919293 | 0.03448150391137008

 R  27 G 212    138    124.138       4.54		0.9365580423919293 | 0.03448150391137008

 R  27 G 213    140    124.258      4.424		0.9265580423919293 | 0.03448150391137008

 R  27 G 214    136    123.996      4.594		0.9465580423919293 | 0.03448150391137008

 R  27 G 215    136    124.074      4.453		0.9365580423919293 | 0.03448150391137008

 R  27 G 216    138    123.794      4.468		0.9265580423919293 | 0.03448150391137008

 R  27 G 217    136    124.056      4.408		0.9365580423919293 | 0.04448150391137008

 R  27 G 218    138    124.134      4.462		0.9465580423919293 | 0.03448150391137008

 R  27 G 219    136    124.278       4.64		0.9465580423919293 | 0.02448150391137008

 R  27 G 220    140    124.298      4.382		0.9265580423919293 | 0.03448150391137008

 R  27 G 221    138    124.246        4.4		0.9465580423919293 | 0.03448150391137008

 R  27 G 222    140    124.088      4.393		0.9465580423919293 | 0.03448150391137008

 R  27 G 223    136     124.21      4.297		0.9365580423919293 | 0.04448150391137008
