Experiment ID                :  IteratedPrisonersDilemma
Problem Type                 :  IPD
Data Input File Name         :  indata.IPD.txt
Number of Runs               :  100
Generations per Run          :  100
Population Size              :  100
Selection Method             :  2
Fitness Scaling Type         :  0
Min or Max Fitness           :  max
Crossover Type               :  4
Crossover Rate               :  1.0
Mutation Type                :  1
Mutation Rate                :  0.1
Random Number Seed           :  75982
Number of Genes/Points       :  2
Size of Genes                :  1


 R   1 G   0    348     205.64     73.431		0.10070556186895041 | 0.06107305562731147
 R  34 G  56    286     209.38     62.665		0.6325780166691 | 0.15572449594920468

 R  34 G  57    288     220.02     64.993		0.749992331934024 | 0.6666447798244626

 R  34 G  58    290     201.36     76.936		0.769992331934024 | 0.6766447798244626

 R  34 G  59    286     201.68     74.841		0.739992331934024 | 0.6566447798244626

 R  34 G  60    282     214.24     67.672		0.749992331934024 | 0.6566447798244626

 R  34 G  61    288     187.54     74.632		0.759992331934024 | 0.6566447798244626

 R  34 G  62    286     199.48     70.695		0.739992331934024 | 0.6766447798244626

 R  34 G  63    290     205.04      71.47		0.739992331934024 | 0.6666447798244626

 R  34 G  64    292     205.24     72.035		0.739992331934024 | 0.6666447798244626

 R  34 G  65    286     219.24      62.48		0.749992331934024 | 0.6666447798244626

 R  34 G  66    286      194.1     74.719		0.739992331934024 | 0.6666447798244626

 R  34 G  67    294     195.82     72.276		0.739992331934024 | 0.6766447798244626

 R  34 G  68    284     203.96     71.477		0.719992331934024 | 0.6866447798244626

 R  34 G  69    290     209.34     65.626		0.739992331934024 | 0.6766447798244626

 R  34 G  70    294     200.84     75.719		0.739992331934024 | 0.6766447798244626

 R  34 G  71    290     206.72     70.126		0.709992331934024 | 0.6866447798244626

 R  34 G  72    288     207.14     71.993		0.709992331934024 | 0.6866447798244626

 R  34 G  73    288     211.02     69.681		0.749992331934024 | 0.6666447798244626

 R  34 G  74    286     207.28     73.012		0.749992331934024 | 0.6566447798244626

 R  34 G  75    286     217.64     69.158		0.739992331934024 | 0.6866447798244626

 R  34 G  76    294     207.76     71.128		0.709992331934024 | 0.6966447798244626

 R  34 G  77    288     212.76     67.537		0.739992331934024 | 0.6666447798244626

 R  34 G  78    292     203.36     63.875		0.699992331934024 | 0.6766447798244626

 R  34 G  79    294     197.64     77.998		0.719992331934024 | 0.6866447798244626

 R  34 G  80    286     212.32     67.306		0.739992331934024 | 0.6666447798244626

 R  34 G  81    284     208.82     70.654		0.739992331934024 | 0.6866447798244626

 R  34 G  82    288      207.4     72.509		0.739992331934024 | 0.6866447798244626

 R  34 G  83    286     216.68     63.534		0.709992331934024 | 0.6866447798244626

 R  34 G  84    288     210.34     65.078		0.729992331934024 | 0.6666447798244626

 R  34 G  85    286     199.66     70.101		0.729992331934024 | 0.6666447798244626

 R  34 G  86    292     206.86     65.557		0.729992331934024 | 0.6566447798244626

 R  34 G  87    286     210.96     64.091		0.739992331934024 | 0.6566447798244626

 R  34 G  88    290      209.1     72.494		0.729992331934024 | 0.6666447798244626

 R  34 G  89    296     201.06     73.867		0.749992331934024 | 0.6666447798244626

 R  34 G  90    286      197.8     71.186		0.729992331934024 | 0.6666447798244626

 R  34 G  91    286     197.44     75.602		0.729992331934024 | 0.6566447798244626

 R  34 G  92    282     197.14     77.762		0.739992331934024 | 0.6766447798244626

 R  34 G  93    288     204.06     71.102		0.739992331934024 | 0.6466447798244626

 R  34 G  94    290      207.7     71.224		0.739992331934024 | 0.6666447798244626

 R  34 G  95    290      211.4     69.434		0.729992331934024 | 0.6666447798244626

 R  34 G  96    294     203.58     70.746		0.729992331934024 | 0.6566447798244626

 R  34 G  97    292     185.22      72.37		0.729992331934024 | 0.6666447798244626

 R  34 G  98    286     202.08     69.012		0.729992331934024 | 0.6666447798244626

 R  34 G  99    282     195.32     73.042		0.729992331934024 | 0.6766447798244626

34     0###################### RawFitness
           0          0          350

 R  35 G   0    342      196.4     69.587		0.147574702944391 | 0.6876430309347601

 R  35 G   1    350     219.02     71.271		0.0022372723921850746 | 0.30152540264816985

 R  35 G   2    346     208.14     59.343		0.07283946479360826 | 0.39140675701767413

 R  35 G   3    350     216.54      69.79		0.0022372723921850746 | 0.31152540264816986

 R  35 G   4    350      216.8     60.592		0.0022372723921850746 | 0.31152540264816986

 R  35 G   5    350     219.14     65.582		0.0022372723921850746 | 0.29152540264816984

 R  35 G   6    350      215.3     57.735		0.0022372723921850746 | 0.29152540264816984

 R  35 G   7    350     215.02     63.303		0.0022372723921850746 | 0.31152540264816986

 R  35 G   8    350     217.64     67.703		0.0022372723921850746 | 0.30152540264816985

 R  35 G   9    350     208.84     64.648		0.012237272392185075 | 0.30152540264816985

 R  35 G  10    350     203.38     69.299		0.0022372723921850746 | 0.30152540264816985

 R  35 G  11    350     210.44     66.853		0.0022372723921850746 | 0.30152540264816985

 R  35 G  12    350     209.22     65.825		0.0022372723921850746 | 0.30152540264816985

 R  35 G  13    350      218.0     66.408		0.0 | 0.31152540264816986

 R  35 G  14    350     204.96     77.859		0.0 | 0.30152540264816985

 R  35 G  15    350      209.8     76.256		0.0022372723921850746 | 0.29152540264816984

 R  35 G  16    350     215.42     69.925		0.0 | 0.30152540264816985

 R  35 G  17    350      213.6     66.258		0.0022372723921850746 | 0.31152540264816986

 R  35 G  18    350     198.82     65.764		0.0 | 0.30152540264816985

 R  35 G  19    350     205.96     68.236		0.01 | 0.31152540264816986

 R  35 G  20    350     213.26     68.741		0.01 | 0.31152540264816986

 R  35 G  21    350     215.86     61.697		0.01 | 0.30152540264816985

 R  35 G  22    350      215.1     59.103		0.02 | 0.30152540264816985

 R  35 G  23    288     209.36     62.339		0.6954514935225004 | 0.3836060553012225

 R  35 G  24    292     197.12      64.39		0.6954514935225004 | 0.3736060553012225

 R  35 G  25    288     203.76     65.917		0.7054514935225004 | 0.3736060553012225

 R  35 G  26    350     209.16     63.934		0.01 | 0.30152540264816985

 R  35 G  27    350      203.8     64.036		0.01 | 0.30152540264816985

 R  35 G  28    350     203.36     59.681		0.01 | 0.29152540264816984

 R  35 G  29    350      214.3     63.192		0.01 | 0.29152540264816984

 R  35 G  30    346     204.48      57.86		0.01 | 0.29152540264816984

 R  35 G  31    286      215.6     63.352		0.7944765567421499 | 0.4696363945161014

 R  35 G  32    288     211.28     60.816		0.7054514935225004 | 0.3636060553012225

 R  35 G  33    292      203.6     67.127		0.6954514935225004 | 0.3736060553012225

 R  35 G  34    286      213.5     59.311		0.6854514935225003 | 0.3736060553012225

 R  35 G  35    286      211.8      58.98		0.7944765567421499 | 0.4696363945161014

 R  35 G  36    294      209.0     64.347		0.6854514935225003 | 0.3836060553012225

 R  35 G  37    288     214.14     61.105		0.6854514935225003 | 0.3736060553012225

 R  35 G  38    294      220.8     52.071		0.6854514935225003 | 0.3736060553012225

 R  35 G  39    292     214.12     59.387		0.6854514935225003 | 0.3736060553012225

 R  35 G  40    292     204.78      62.66		0.6854514935225003 | 0.3736060553012225

 R  35 G  41    296     216.92     56.845		0.6854514935225003 | 0.3936060553012225

 R  35 G  42    292     211.48     65.026		0.6954514935225004 | 0.3736060553012225

 R  35 G  43    300     215.46     58.016		0.6854514935225003 | 0.3936060553012225

 R  35 G  44    290     205.56     58.457		0.6954514935225004 | 0.3836060553012225

 R  35 G  45    288     213.98     54.679		0.6854514935225003 | 0.3936060553012225

 R  35 G  46    292     219.36     61.908		0.6854514935225003 | 0.3736060553012225

 R  35 G  47    290     208.34     64.904		0.6854514935225003 | 0.3936060553012225

 R  35 G  48    296     216.76      59.25		0.6754514935225003 | 0.35360605530122247

 R  35 G  49    290     202.44     61.979		0.6854514935225003 | 0.3836060553012225

 R  35 G  50    296     214.58     57.709		0.6854514935225003 | 0.3836060553012225

 R  35 G  51    296      218.7     58.035		0.6654514935225003 | 0.35360605530122247

 R  35 G  52    292     202.74     62.777		0.6954514935225004 | 0.3836060553012225

 R  35 G  53    294      208.5     60.621		0.6654514935225003 | 0.35360605530122247

 R  35 G  54    294      220.3     56.437		0.6654514935225003 | 0.3636060553012225

 R  35 G  55    296     214.06     59.875		0.6654514935225003 | 0.35360605530122247

 R  35 G  56    294      205.7     57.252		0.6654514935225003 | 0.34360605530122246

 R  35 G  57    302     216.22     59.161		0.6854514935225003 | 0.35360605530122247

 R  35 G  58    294     208.76     56.294		0.7254514935225004 | 0.35360605530122247

 R  35 G  59    300      221.4      59.83		0.6554514935225003 | 0.35360605530122247

 R  35 G  60    294     216.18     58.312		0.7254514935225004 | 0.35360605530122247

 R  35 G  61    294      223.2     55.846		0.6454514935225003 | 0.35360605530122247

 R  35 G  62    294     219.06     58.077		0.6554514935225003 | 0.35360605530122247

 R  35 G  63    296     213.06      56.41		0.6554514935225003 | 0.3636060553012225

 R  35 G  64    304     214.68     65.341		0.6354514935225003 | 0.3636060553012225

 R  35 G  65    298     210.14      62.74		0.6554514935225003 | 0.3636060553012225

 R  35 G  66    298     209.72     54.892		0.6354514935225003 | 0.35360605530122247

 R  35 G  67    298      210.3       60.0		0.6354514935225003 | 0.35360605530122247

 R  35 G  68    294      213.1     58.848		0.6854514935225003 | 0.3636060553012225

 R  35 G  69    296     204.82     61.325		0.6454514935225003 | 0.35360605530122247

 R  35 G  70    296     212.56     61.682		0.6554514935225003 | 0.35360605530122247

 R  35 G  71    292     205.26     63.186		0.6454514935225003 | 0.3636060553012225

 R  35 G  72    294     216.16     59.079		0.6554514935225003 | 0.35360605530122247

 R  35 G  73    308      210.7     58.134		0.6554514935225003 | 0.35360605530122247

 R  35 G  74    296     215.02     56.162		0.6854514935225003 | 0.35360605530122247

 R  35 G  75    302     201.42     61.876		0.6454514935225003 | 0.34360605530122246

 R  35 G  76    294     205.16     58.998		0.6454514935225003 | 0.35360605530122247

 R  35 G  77    302     218.96     55.459		0.6454514935225003 | 0.35360605530122247

 R  35 G  78    296     210.98     56.439		0.6554514935225003 | 0.35360605530122247

 R  35 G  79    300     221.44     51.713		0.6554514935225003 | 0.35360605530122247

 R  35 G  80    298     221.26      60.34		0.6354514935225003 | 0.34360605530122246

 R  35 G  81    304     208.76     62.773		0.6554514935225003 | 0.3736060553012225

 R  35 G  82    298     228.96     54.283		0.6454514935225003 | 0.34360605530122246

 R  35 G  83    298     209.76      60.96		0.6254514935225003 | 0.34360605530122246

 R  35 G  84    298     212.32     65.963		0.6454514935225003 | 0.3636060553012225

 R  35 G  85    300     209.52      62.34		0.6454514935225003 | 0.34360605530122246

 R  35 G  86    302      208.1     65.298		0.6654514935225003 | 0.35360605530122247

 R  35 G  87    296      205.8     60.095		0.6454514935225003 | 0.33360605530122245

 R  35 G  88    298     216.72     57.769		0.6454514935225003 | 0.34360605530122246

 R  35 G  89    310     219.54     58.246		0.6354514935225003 | 0.3636060553012225

 R  35 G  90    296     212.66     61.943		0.6154514935225003 | 0.32360605530122244

 R  35 G  91    296     214.32     57.423		0.6554514935225003 | 0.34360605530122246

 R  35 G  92    304     209.34     60.519		0.6254514935225003 | 0.35360605530122247

 R  35 G  93    304      221.6     56.682		0.6254514935225003 | 0.3636060553012225

 R  35 G  94    298      208.0     57.854		0.6354514935225003 | 0.3636060553012225

 R  35 G  95    296      209.9     57.658		0.6454514935225003 | 0.34360605530122246

 R  35 G  96    300     207.48     61.501		0.6454514935225003 | 0.34360605530122246

 R  35 G  97    298     197.54      60.65		0.6354514935225003 | 0.34360605530122246

 R  35 G  98    304      214.2     59.807		0.6454514935225003 | 0.34360605530122246

 R  35 G  99    296     214.26     60.485		0.6554514935225003 | 0.35360605530122247

35     1###################### RawFitness
           0          0          350

 R  36 G   0    348     207.18     68.345		0.03181499037306712 | 0.8375830276122809

 R  36 G   1    348      207.0     72.791		0.06220179270972115 | 0.021114455431229695

 R  36 G   2    348     212.04     77.045		0.04709563377167824 | 0.7006177715321255

 R  36 G   3    350     200.62     71.595		0.012882855111851499 | 0.30765156055085396

 R  36 G   4    350      213.7     73.462		0.012882855111851499 | 0.30765156055085396

 R  36 G   5    342     208.84     67.798		0.07245795909907904 | 0.42005004206623553

 R  36 G   6    348     205.88     69.551		0.07245795909907904 | 0.42005004206623553

 R  36 G   7    330     211.94     60.621		0.20983213002045165 | 0.39759030267814566

 R  36 G   8    318     206.78     69.623		0.4508829501654772 | 0.9615673915292919

 R  36 G   9    296     206.54     64.652		0.5095290458942672 | 0.7179299919047908

 R  36 G  10    310     212.32     59.923		0.49952904589426717 | 0.7179299919047908

 R  36 G  11    302     204.86     75.144		0.4508829501654772 | 0.9615673915292919

 R  36 G  12    312     202.58      73.53		0.4508829501654772 | 0.9615673915292919

 R  36 G  13    324     197.02     80.829		0.4508829501654772 | 0.9615673915292919

 R  36 G  14    310      182.6     88.259		0.4508829501654772 | 0.9615673915292919

 R  36 G  15    314     204.04     82.561		0.4608829501654772 | 0.9615673915292919

 R  36 G  16    310     205.42     82.569		0.4708829501654772 | 0.9615673915292919

 R  36 G  17    314     195.92     86.578		0.4408829501654772 | 0.9615673915292919

 R  36 G  18    322     222.34     78.342		0.4408829501654772 | 0.9615673915292919

 R  36 G  19    314     192.62     84.305		0.4408829501654772 | 0.971567391529292

 R  36 G  20    318      194.1     85.424		0.4308829501654772 | 0.9515673915292919

 R  36 G  21    316     195.02     84.883		0.4308829501654772 | 0.9515673915292919

 R  36 G  22    312     199.68     83.584		0.4408829501654772 | 0.9615673915292919

 R  36 G  23    320     195.82     89.062		0.4708829501654772 | 0.9615673915292919

 R  36 G  24    318      201.1     89.428		0.4408829501654772 | 0.9615673915292919

 R  36 G  25    320     194.38     83.553		0.4608829501654772 | 0.971567391529292

 R  36 G  26    310     205.38     79.071		0.4308829501654772 | 0.9615673915292919

 R  36 G  27    306     175.62     87.017		0.4308829501654772 | 0.9615673915292919

 R  36 G  28    312     200.88     84.729		0.4408829501654772 | 0.9615673915292919

 R  36 G  29    314     193.82     86.707		0.4308829501654772 | 0.9615673915292919

 R  36 G  30    310     194.94     82.527		0.4308829501654772 | 0.9615673915292919

 R  36 G  31    330     190.34     86.194		0.4308829501654772 | 0.971567391529292

 R  36 G  32    320     202.86     85.894		0.4508829501654772 | 0.9515673915292919

 R  36 G  33    312     209.48     75.728		0.4408829501654772 | 0.9615673915292919

 R  36 G  34    318     192.24     82.396		0.4308829501654772 | 0.9615673915292919

 R  36 G  35    318     204.74      79.56		0.4508829501654772 | 0.9615673915292919

 R  36 G  36    314     196.36     86.835		0.4508829501654772 | 0.9515673915292919

 R  36 G  37    316     210.92     83.564		0.4508829501654772 | 0.9615673915292919

 R  36 G  38    316      195.3      82.49		0.4608829501654772 | 0.9615673915292919

 R  36 G  39    314     198.38     87.486		0.4408829501654772 | 0.9515673915292919

 R  36 G  40    320     203.96      83.32		0.4508829501654772 | 0.9515673915292919

 R  36 G  41    320     196.54     83.471		0.4508829501654772 | 0.9515673915292919

 R  36 G  42    298     184.86      86.53		0.4508829501654772 | 0.9515673915292919

 R  36 G  43    282      200.8      75.66		0.7941544664481867 | 0.9388755803255667

 R  36 G  44    288     209.18     77.933		0.7641544664481866 | 0.9688755803255668
